asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,768,2,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | matte plastic shading | warm orange palette | clean studio lighting | chunky proportions,medium,smooth matte plastic with soft specular falloff,5705,26639,783,125,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.82,   ""attributes"": [""soft rounded edges"", ""matte plastic shading"", ""warm orange palette"", ""clean studio lighting"", ""chunky proportions""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte plastic with soft specular falloff"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,1568,3,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | minimal detail | solid color blocks | game-ready prop,low,"matte, untextured, subtle vertical gradient banding",6008,28991,3135,105,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat shading"",""minimal detail"",""solid color blocks"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, subtle vertical gradient banding""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,2576,1,1,claude-opus-5,painterly-texture,0.82,hand-painted wood grain | baked diffuse detail | warm brown palette | stylised metal fittings | flat soft shading,low,"matte hand-painted wood, non-reflective",6937,30661,4805,116,"{""style_label"": ""painterly-texture"", ""confidence"": 0.82, ""attributes"": [""hand-painted wood grain"", ""baked diffuse detail"", ""warm brown palette"", ""stylised metal fittings"", ""flat soft shading""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte hand-painted wood, non-reflective""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,1092,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal detail | hard polygon edges | solid color blocks,low,"matte, untextured, non-reflective flat facets",5018,27376,1520,112,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.93, ""attributes"": [""faceted geometry"", ""flat shading"", ""minimal detail"", ""hard polygon edges"", ""solid color blocks""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, non-reflective flat facets""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1568,2,1,claude-opus-5,low-poly flat-shaded,0.86,faceted crystals | flat gradient panels | hard normals | minimal texture detail | saturated palette,low,"matte flat-shaded, no visible specular highlights",6228,28991,3135,114,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.86, ""attributes"": [""faceted crystals"", ""flat gradient panels"", ""hard normals"", ""minimal texture detail"", ""saturated palette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat-shaded, no visible specular highlights""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1092,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | visible polygon edges | limited palette | no texture detail,low,"matte, untextured flat-shaded facets",5224,27376,1520,100,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""visible polygon edges"",""limited palette"",""no texture detail""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat-shaded facets""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,256,2,1,claude-opus-5,low-poly flat-shaded,0.72,untextured grey clay | faceted silhouette | soft studio lighting | simple primitive forms | matte neutral material,low,matte untextured grey clay preview,5712,25955,99,105,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""untextured grey clay"",""faceted silhouette"",""soft studio lighting"",""simple primitive forms"",""matte neutral material""],""polycount_impression"":""low"",""surface_finish"":""matte untextured grey clay preview""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,1092,1,1,claude-opus-5,stylised PBR,0.82,soft-rounded edges | matte diffuse surface | chunky proportions | warm saturated palette | clean studio lighting,medium,"smooth matte, subtle roughness, no texture detail",6582,27376,1520,111,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-rounded edges"",""matte diffuse surface"",""chunky proportions"",""warm saturated palette"",""clean studio lighting""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte, subtle roughness, no texture detail""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,192,2,1,claude-opus-5,stylised PBR,0.72,chunky proportions | warm wood tones | soft ambient occlusion | hand-painted feel | rounded bevels,low,matte wood with soft baked shading,5134,25904,48,101,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky proportions"",""warm wood tones"",""soft ambient occlusion"",""hand-painted feel"",""rounded bevels""],""polycount_impression"":""low"",""surface_finish"":""matte wood with soft baked shading""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,512,2,1,claude-opus-5,stylised PBR,0.82,soft-shaded | chunky-props | warm-wood-palette | rounded-bevels | ambient-occlusion,medium,smooth matte with subtle soft highlights,5597,26216,360,105,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-shaded"",""chunky-props"",""warm-wood-palette"",""rounded-bevels"",""ambient-occlusion""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte with subtle soft highlights""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,1092,3,1,claude-opus-5,painterly-texture,0.78,hand-painted wood grain | warm brown palette | baked shading | stylised metal fittings | clean silhouette,medium,matte hand-painted wood with dull metal accents,5632,27376,1520,125,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.78,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""baked shading"", ""stylised metal fittings"", ""clean silhouette""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte hand-painted wood with dull metal accents"" }"
A5_cart,Modular Village,low-poly flat-shaded,,1568,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | untextured | muted beige palette | visible polygon edges,low,"matte flat color, no texture maps",5325,28991,3135,116,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted geometry"", ""flat shading"", ""untextured"", ""muted beige palette"", ""visible polygon edges""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat color, no texture maps"" }"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,192,3,1,claude-opus-5,low-poly flat-shaded,0.72,untextured grey | clay preview | chunky forms | smooth shading | game-ready prop,low,"matte untextured grey clay, no material",5690,25904,48,116,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""untextured grey"", ""clay preview"", ""chunky forms"", ""smooth shading"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured grey clay, no material"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,2576,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal detail | matte surfaces | simple color blocks,low,"matte, non-reflective, subtle gradient shading",6352,30661,4805,123,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted geometry"", ""flat shading"", ""minimal detail"", ""matte surfaces"", ""simple color blocks""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, non-reflective, subtle gradient shading"" }"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,1568,1,1,claude-opus-5,painterly-texture,0.82,hand-painted wood grain | warm brown palette | diffuse-only shading | stylised metal fittings | game-ready prop,medium,"matte hand-painted wood, minimal specular response",5558,28991,3135,129,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.82,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""diffuse-only shading"", ""stylised metal fittings"", ""game-ready prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte hand-painted wood, minimal specular response"" }"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,256,1,1,claude-opus-5,stylised PBR,0.72,warm wood grain | tiled texture | chunky metal brackets | soft matte shading | game-ready prop,medium,matte varnished wood with dull metal fittings,5851,25955,99,122,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""warm wood grain"", ""tiled texture"", ""chunky metal brackets"", ""soft matte shading"", ""game-ready prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte varnished wood with dull metal fittings"" }"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,768,3,1,claude-opus-5,stylised PBR,0.72,smooth shaded | faceted silhouette | subtle paint chips | muted grey metal | game-ready prop,low,matte cast iron with worn highlights,5683,26639,783,108,"{""style_label"": ""stylised PBR"", ""confidence"": 0.72, ""attributes"": [""smooth shaded"", ""faceted silhouette"", ""subtle paint chips"", ""muted grey metal"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte cast iron with worn highlights""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,1092,2,1,claude-opus-5,painterly-texture,0.78,hand-painted wood grain | diffuse-only shading | warm brown palette | stylised metal fittings | game-ready prop,medium,"matte hand-painted wood, soft flat highlights",5252,27376,1520,130,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.78,   ""attributes"": [""hand-painted wood grain"", ""diffuse-only shading"", ""warm brown palette"", ""stylised metal fittings"", ""game-ready prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte hand-painted wood, soft flat highlights"" }"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,1092,1,1,claude-opus-5,low-poly flat-shaded,0.72,faceted chamfers | flat grey metal | hand-painted wood grain | game-ready prop | chunky bevels,low,"matte, non-reflective, lightly textured diffuse",5572,27376,1520,131,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""faceted chamfers"", ""flat grey metal"", ""hand-painted wood grain"", ""game-ready prop"", ""chunky bevels""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, non-reflective, lightly textured diffuse"" }"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,384,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat matte shading | muted earth palette | soft ambient occlusion | stylised props,low,matte untextured flat vertex colors,5574,26051,195,103,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat matte shading"",""muted earth palette"",""soft ambient occlusion"",""stylised props""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat vertex colors""}"
C5_tent,nature_kit,painterly-texture,,2576,1,1,claude-opus-5,low-poly flat-shaded,0.82,flat matte surfaces | faceted silhouette | minimal detail | solid color fill | game-ready prop,low,"matte, untextured, subtle flat shading gradients",6871,30661,4805,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""flat matte surfaces"", ""faceted silhouette"", ""minimal detail"", ""solid color fill"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, subtle flat shading gradients""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,384,3,1,claude-opus-5,stylised PBR,0.78,soft-shaded | rounded-bevels | warm-palette | chunky-props | game-ready-prop,medium,smooth matte with soft gradient shading,6148,26051,195,100,"{""style_label"":""stylised PBR"",""confidence"":0.78,""attributes"":[""soft-shaded"",""rounded-bevels"",""warm-palette"",""chunky-props"",""game-ready-prop""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte with soft gradient shading""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,192,1,1,claude-opus-5,low-poly flat-shaded,0.72,untextured | grey clay render | simple silhouette | chunky forms | matte shading,low,"matte untextured grey clay, no specular",5420,25904,48,115,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""untextured"", ""grey clay render"", ""simple silhouette"", ""chunky forms"", ""matte shading""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured grey clay, no specular"" }"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,768,3,1,claude-opus-5,stylised PBR,0.72,hand-painted wood grain | warm brown palette | soft diffuse shading | clean prop silhouette | game-ready asset,medium,"matte textured wood, low specular, slight roughness",5292,26639,783,129,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft diffuse shading"", ""clean prop silhouette"", ""game-ready asset""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte textured wood, low specular, slight roughness"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,1568,1,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | untextured | stylised foliage | hard normals,low,"matte flat-shaded solid color, no specular",6499,28991,3135,116,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.95,   ""attributes"": [""faceted"", ""flat-shaded"", ""untextured"", ""stylised foliage"", ""hard normals""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat-shaded solid color, no specular"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,384,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted-planes | flat-shading | hard-edge-normals | untextured-solid-color | stylised-foliage-mass,low,"matte flat facets, no texture detail",5407,26051,195,109,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted-planes"",""flat-shading"",""hard-edge-normals"",""untextured-solid-color"",""stylised-foliage-mass""],""polycount_impression"":""low"",""surface_finish"":""matte flat facets, no texture detail""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,1568,2,1,claude-opus-5,stylised PBR,0.72,hand-painted wood grain | warm brown palette | clean beveled edges | soft cloth canopy | game-ready prop,medium,"matte textured wood, low-gloss metal fittings",7292,28991,3135,110,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""hand-painted wood grain"",""warm brown palette"",""clean beveled edges"",""soft cloth canopy"",""game-ready prop""],""polycount_impression"":""medium"",""surface_finish"":""matte textured wood, low-gloss metal fittings""}"
